text,label,technique
"Person1: It is not beautiful.
Person2: You read my thoughts, Mr. Holland.
Person1: It's easy enough to read the thoughts of a newcomer. Everything seems beautiful because you don't understand.  Those flying fish -- they are not leaping for joy. They're jumping in terror.  Bigger fish want to eat them. That luminous water -- it takes its gleam from millions of tiny dead bodies. It's the glitter of putrescence.  There's no beauty here -- it's death and decay.
Person2: You can't really believe that.",1,shaming or belittlement
"Person1: Get the kit! We're gonna tube him!
Person2: Frank!
Person1: Do it!
Person2: Frank!
Person1: We're gonna save you, Noel. You're gonna be all right.  Do it, Tom! I'll call for backup, I swear!
Person2: You're crazy.",0,
"Person1: We may have a chance.
Person2: Yes... a very slim one. I want to be fair. I don't deny that you might make out some kind of a case.
Person1: We haven't anything to discuss with you. We'll talk to a lawyer!
Person2: All right -- go ahead... you talk to the lawyer and I'll talk to the judge!",0,
"Person1: I'm willing to tell you my name.
Person2: Names are incredibly intimate. We barely know each other. Trust me on this.",1,
"Person1: Think for a second. Is there someplace she said she wanted to go?
Person2: I don't remember!",0,
"Person1: How's the new one coming?
Person2: The play? All right, I guess...
Person1: ""Cora."" She's - still a girl of twenty?
Person2: Twentyish. It isn't important.
Person1: Don't you think it's about time it became important?
Person2: How do you mean?
Person1: Don't be evasive.
Person2: Margo, you haven't got any age.
Person1: Miss Channing is ageless. Spoken like a press agent.
Person2: I know what I'm talking about, after all they're my plays...
Person1: Spoken like an author.  Lloyd, I'm not twentyish. I am not thirtyish. Three months ago, I was forty years old. Forty. Four oh.  That slipped out, I hadn't quite made up my mind to admit it. Now I feel as if I'd suddenly taken all my clothes off...
Person2: Week after week, to thousands of people, you're as young as you want...
Person1: ... as young as they want, you mean. And I'm not interested in whether thousands of people think I'm six or six hundred-
Person2: Just one person. Isn't that so?  You know what this is all about, don't you? It has very little to do with whether you should play ""Cora"" - it has everything to do with the fact that you've had another fight with Bill.",1,
"Person1: Excuse me sir. Are you a guest of the club?
Person2: Yes, I'm with the Underhills.
Person1: They just left, sir.
Person2: They'll be back. He had to go in for a urinalysis.
Person1: Would you care for a drink while you're waiting? I can put it on the Underhill bill.
Person2: Great. I'll have a Bloody Mary and a steak sandwich.
Person1: Very good sir.",0,
"Person1: Don't ask me in.
Person2: Please, Jimmy.
Person1: No. Can't pretend that much.
Person2: I miss you, Jimmy.
Person1: Should have stayed a girl.
Person2: Don't be cruel.
Person1: Okay. Be a good girl and go inside.
Person2: Only if you kiss me.",1,persuasion or seduction
"Person1: What are you going to do?
Person2: In the road to survival, there is always sacrifice Logan.  We are the future... not them.  We must protect ourselves.  After tonight, when the leaders of the world return home -- They will return as brothers, as mutants... and our cause will be theirs.  This is survival, I know you understand that, Logan... or is it Wolverine?",1,persuasion or seduction
"Person1: I didn't learn... I just... it's not a big deal.
Person2: Buffy, I'm gonna tell Jeffrey you were playing with another man's Hebrew National.
Person1: Get a boob job.",1,
"Person1: Turn that off!  Get the bags.
Person2: Why should I carry your bag?  I am not a dog.
Person1: For five years I paid for your stupidness - you'll carry my bag for the rest of my life if I say so.  Unless you refuse, Oleg.",1,"intimidation,brandishing anger,shaming or belittlement"
"Person1: You been through the Dilbert Dunker yet?
Person2: Cake walk. Both my dad and my brother went through it and made it, so I know I can.
Person1: Is your brother a flyer?
Person2: He was. He died.
Person1: Vietnam?
Person2: Yeah.
Person1: I had a big brother who died over there, too. He wasn't no flyer though. He was just your basic Marine Corps type. I was only twelve when it happened, so I don't remember much about him.
Person2: I sure remember Tommy.  Mind if we talked about something else?
Person1: We don't have to talk at all.",0,
"Person1: Hello.
Person2: I was out in the garden. Mama came out and told me when she saw it on TV. Why didn't you call me?
Person1: Mama was probably asleep.
Person2: Will? Are you okay?
Person1: Not too bad. I'll be here a few days longer.  I want to see you.
Person2: I want to see you, too.
Person1: Today's Wednesday. By Friday I ought to...
Person2: Mama has all Kevin's uncles and aunts coming down from Cheyenne next week and...
Person1: Come home with me.
Person2: Will, they never get to see Kevin and a few more days...
Person1: What's this Mama shit?
Person2: It's what Kevin called her when he was little...
Person1: What's the problem, Molly?
Person2: I came up here after Kevin's father died.  They were very supportive and helped me adjust. I got myself together. I've gotten myself together now, too.
Person1: Small difference. I'm not dead, yet.
Person2: Will?  You could come up here.
Person1: They don't want me up there. Every time they look at me I remind them... If they thought about it, they'd want you. Bur all they really want's the boy. And they'll take you.  But they don't want to see me...
Person2: That's not true.
Person1: Okay. They're full of shit and they make me sick...",0,
"Person1: She's a charming girl, isn't she, Mitch?
Person2: Yes, very.
Person1: And certainly pretty.
Person2: Yes.
Person1: How long have you known her?
Person2: I told you. We met yesterday.
Person1: In a bird shop.
Person2: Yes.
Person1: She was selling birds.
Person2: No. I only led her into believing I believed she was... Mother, it's really very complicated.
Person1: But she did buy the lovebirds and then brought them all the way...
Person2: Mother, where did you go to law school?
Person1: Forgive me. I suppose I'm just naturally curious about a girl like that.  She's very rich, isn't she?
Person2: I suppose so. Her father owns a big newspaper in San Francisco.
Person1: You'd think he could manage to keep her name out of print. She's always mentioned in the columns, Mitch.
Person2: I know, Mother.
Person1: She is the one who jumped into that fountain in Rome last summer, isn't she?
Person2: Yes, Mother.
Person1: Perhaps I'm old-fashioned.  I know it was supposed to be very warm there, Mitch, but... well... actually... well, the newspaper said she was naked.
Person2: I know, Mother.
Person1: It's none of my business, of course, but when you bring a girl like that to...
Person2: Mother?
Person1: Yes?
Person2: I think I can handle Melanie Daniels by myself.
Person1: Well...  So long as you know what you want, Mitch.
Person2: I know exactly what I want, Mother.",0,
"Person1: I'll send a cop back for you.
Person2: Hey.  C'mon, you can't leave me like this.  Some freak'll come by and stab me!",1,
"Person1: Hell, why not just shoot her? Why not shoot everybody. Shoot me. Shoot the president?
Person2: Don't fade on me now, Bear. Not unless you wanna hold Farrah on your lap in a room fulla felons.",1,brandishing anger
"Person1: He'll lead you over the first cliff. You know that, don't you?
Person2: We're just burnin' light here.
Person1: You give him the cells and the ship -- and he will leave you. He will leave you all out there to die.
Person2: I don't get it, Johns. What is so goddamn valuable in your life that you're worried about losing? Huh? Is there anything at all? Besides your next hype?  Got no right to be so scared. Neither one of us.",1,accusation
"Person1: Uh... Bob. Like to speak to you. Take a minute.
Person2: Yeah, what is it?
Person1: Bob, I got Elias' R&R... It's coming up in 3 days. Going to Hawaii. See Patsy.  I never asked you for a break, I was hoping you... you'd send me in on the chopper with King... what do you say Chief?
Person2: I can't do that for you, Red... We need every swinging dick in the field. Sorry bout that...
Person1: Hey Bob, come on! Talk to me hunh, it's your friend Red, I'm only asking you for three days chief...
Person2: I'm talking to you Red and I'm telling you no. Get back to your position.
Person1: Bob, I gotta bad feeling about this, I... I'm telling you I got a bad feeling, man, I don't think I'm gonna make it... y'know what I mean?
Person2: ...everybody gotta die sometime Red... Get back to your foxhole.",1,persuasion or seduction
"Person1: Every time I assign you a task, it's either late or not done to the standard we need.
Person2: I've been overwhelmed with all the other projects on my plate.
Person1: I’ve been trying to go easy on you, but this can't continue. We need to address the issues.
Person2: I understand. Let's discuss how we can improve the situation and meet expectations.
Person1: I appreciate that. Let's work on a plan together.",0,
"Person1: Maybe. But that's not the real reason. You think if I tell, he'll disappear and that's what you want! Me all to yourself!
Person2: No. I want what's best for you.
Person1: This -- him -- Landon -- is what's best for me!",1,
"Person1: Well, no, look... I mean, there was a footprint. Forget it. It's probably not important at all.  You know, I got a job now. I'm teaching high school. Japanese and Chemistry.  So, what were you calling about?
Person2: You called me.",0,
"Person1: ...See you tomorrow night.
Person2: Include me out.  I've had enough of the conversations.
Person1: You don't mean that.  You wouldn't disappoint Daddy --
Person2: Daddy'll do fine.  Besides, he's got Joe.  And so do you.
Person1: Drew, you're out of line.
Person2: That may be.  But I don't like that guy.  I don't like the way he looks at you and talks to you.  And vice versa.
Person1: Sorry, but I like the way he looks and talks to me.  And vice versa. Okay?
Person2: No, not okay.  I thought we had a good thing going here.  It shows you never know.",1,persuasion or seduction
"Person1: Paula, how far would you go to catch Zack?
Person2: What do you mean?
Person1: You know what I mean. Would you... let yourself get pregnant?
Person2: No way... Would you?
Person1: I never used to think I'd do something like that, but now I'm not so sure. You ask me, nine weeks just ain't long enough to get a guy to fall in love with you.
Person2: That don't justify trying to trap a boy by getting pregnant, Lynette! Nothing justifies that. I can't believe you're even thinking like that. I mean, that's really backward.
Person1: No more backward, if you ask me, than the way these hotshot jerks mess with us, then ditch us.  Don't you ever feel used, Paula? Don't you ever feel like if this is all you get for your trouble then the sonofabitch ought to be paying for it...?
Person2: No. I never feel like that.
Person1: I do.",1,rationalization
"Person1: You guessed wrong.
Person2: You only think I guessed wrong --  -- that's what's so funny! I switched glasses when your back was turned. You fool.",1,shaming or belittlement
"Person1: We found his spit in the dead director's eye. He's signed a confession--supplied us with the suit he wore on the night.  What more do you want?
Person2: Luca could still be an accomplice.",0,
"Person1: Good afternoon.
Person2: I came to make a clean breast of everything... the whole business.
Person1: Yes.  Of course.  Very wise.
Person2: Remember when I went to Italy and canceled the policy on the new stadium.  Well, we weren't being cheated by the Mafia or anybody except maybe by me...  ... Do they come for lunch everyday? I really went on my own business, to see a man that I happen to be in love with... and I'm glad I did it, but I'm sorry about the policy and I'll be happy to make up the money the company didn't get... of course just now I don't have...  One million, four hundred and ten thousand dollars.  But if you were to dock my salary, say, twenty dollars a week, in a few hundred years we'd be even... and I think this is where you fire me?
Person1: You're right.  You're fired.
Person2: Will that interfere with my getting maternity leave?  I'm pregnant.
Person1: The Italian, I presume?
Person2: No.  He's French, he was just in Italy for the competition.
Person1: He seems to have won it.
Person2: Yes, isn't it wonderful?  I'm so happy.  I'll bet I'm the happiest pregnant fired person in the world!",0,
"Person1: That never seemed to worry you at the Glades.
Person2: That's not your line.
Person1: Say you love me.
Person2: I love you.  Now give me the line.
Person1: No little girl can ever make me come.",1,
"Person1: Dad, you know I don't like to get between you and mom but she's feeling down right now.  She broke up with Kent.
Person2: Really?  Too bad.
Person1: She thinks you're with Simone.
Person2: Lainey, you know Simone and I don't have a real relationship.
Person1: I know but Mom doesn't.  Maybe if it came from Simone, if Simone spoke to Mom -- she could straighten things out.  Dinner, maybe.
Person2: Dinner?  Dinner's difficult.  A phone call?
Person1: Too impersonal.  They have to meet face-to-face.
Person2: I'll see what I can do.  You know, Lainey.  I don't believe you've ever once asked to meet Simone.  Don't you like her?
Person1: I love her but that doesn't mean I need to meet her.",0,
"Person1: Father, by creating a little destruction, I am, in fact, encouraging life!  So, in reality, you and I are in the same business!
Person2: Destroying a glass is one thing..killing people with the weapons you produce is quite another.
Person1: Let me reassure you Father..I will never kill more people in my entire life than religion has killed in the last 2000 years.",1,rationalization
"Person1: Oh my God! I almost forgot--I got you a meeting with the admissions guy from Dartmouth!
Person2: What! But--I wasn't even going to go to college--
Person1: No, I know, but I pulled some strings, got him to look at your writing, and he agreed to meet you.
Person2: Oh--yikes!
Person1: told him  --if I'm wrong about this girl, you can take away my teaching certificate!
Person2: Wow. You believe in me that much--
Person1: Of course I do. Josie, you owe it to yourself--to your writing, to go to college. You're a great writer. You just have to find your story.",1,persuasion or seduction
"Person1: I'm fine, mama. I just wanted to tell you not to worry.
Person2: Why, how could I not worry? Not knowin' what's happenin' to you or where you are? Are you with that boy?
Person1: If you mean Sailor, mama, yes I am.
Person2: Are you comin' back here soon, Lula? I need you here.
Person1: Need me for what, mama? I'm perfectly fine, and safe, too.
Person2: You in a dance hall or somethin'? I can hear music behind you.
Person1: Just a place.
Person2: Really, Lula, this ain't right!
Person1: Right?! Mama, was it right for you to sic Johnnie Farragut on us? How could you do that?
Person2: Did you run into Johnnie in New Orleans? Lula, are you in New Orleans?
Person1: No, mama, I'm in Mexico, and we're about to get on an airplane to Argentina!
Person2: Argentina! Lula, you're outta your mind. Now you just tell me where you are and I'll come for you. I won't say nothin' to the police about Sailor, I promise. He can do what he wants, I don't care.
Person1: Mama, I'm hangin' up this phone now.
Person2: No, baby, don't! Can I send you somethin'? You runnin' low on money? I'll wire you some money if you tell me where you are.
Person1: I ain't that dumb, mama. Sailor and I been on a crime spree? Knockin' off convenience stores all across the south? Ain't you read about it?",1,persuasion or seduction
"Person1: Forget it.
Person2: Come on, Josh... don't you want to see where he lives?
Person1: No.
Person2: But this guy is like a one-of-kind, rare butterfly, and we have to follow him back to his natural habitat...
Person1: You need counseling.",0,
"Person1: I just wanna get out of here.
Person2: And don't forget to tell your friends what happens if they mess around in here. You understand?
Person1: I'm sorry. I made a bad mistake.
Person2: You're right, you made a bad mistake. 'Cause if you come back here - we catch either one of you - we're gonna break your heads and you won't walk out of here. You see that saw?  We're gonna use it. You don't mess around in this place. You got it?
Person1: Yeah.
Person2: Get out of here.
Person1: Thank you.",1,intimidation
"Person1: She said ""If they get me"".  They. Which means the whole sex-killer thing is a cover, which means somebody whacked her for a reason.
Person2: So the guy's not a sicko.
Person1: If he could do what's on that tape, he's a sicko.
Person2: Okay, so he's a freak who thinks he's sane pretending to be a freak. The point is, he was a hitter. Somebody wanted to shut her up.  But why not just put a little lead in her ear?
Person1: Because it had to look random.  Not connected to anything or anyone.  But then why give the rape to me?
Person2: That's where it gets a little strange.
Person1: And what about the guy that was following me?
Person2: Now you're really getting paranoid.",1,accusation
"Person1: I'm not feeling very well, Larry. I say we go back to the hospital and call it a night.
Person2: You have no sick time, Frank. No time of any kind. Everyone knows that.
Person1: Take me back, put me to bed; I surrender. We've done enough damage tonight.
Person2: You take things too seriously. Look at us, we're cruising around, talking, taking some quiet time, getting paid for it. We've got a good job here.
Person1: Yeah, you're right.",1,"accusation,persuasion or seduction"
"Person1: I don't think we should go ahead with that plan. It seems risky.
Person2: And who are you to question the strategy?
Person1: I'm just giving my opinion based on the data.
Person2: Know your place, Chris. I've been in this business longer than you have.
Person1: Experience doesn't always equal wisdom. I thought every opinion mattered.",1,
"Person1: He never learned how either and he's still at the bottom of this lake.
Person2: He is not.
Person1: Oh, he is indeed. And ready to pull down anybody who falls in and can't swim.
Person2: You're telling a lie.
Person1: Am I? Let's find out.",0,
"Person1: You put the bug into the body of a man with a diseased kidney, the bug attacks the bad kidney, dissolves it, it's assimilated by the body, and now you got a perfectly good parasite where you used to have a rotten kidney. I know what you're gonna say. You're gonna say it's crazy.
Person2: It's crazy.",0,
"Person1: Well, Miss... I would say... I would say, yes. Yes, he's crazy.
Person2: I thought so.
Person1: Is he in an asylum?
Person2: He's dead.
Person1: Oh, I see. He was a very sick man. Very sick.
Person2: That's what I told his mother. And she said I was crazy. Her son ate the whole light bulb and she said I was crazy.
Person1: I don't know anything about that, Miss. I would have to examine you first...
Person2: You old fellow!
Person1: Well, I'm running a risk by letting you in, Miss. You know I'm runnin' a risk of gettin' my black ass fired. If you understand what I mean...",1,
"Person1: Emma, did you ever find out about the surprise party I planned for you?
Person2: Surprise party? That doesn't ring any bells. Are you sure it happened?
Person1: Positive. I invited your friends and organized it last Saturday.
Person2: I'm really drawing a blank here, Alex. Are you sure it wasn't someone else?
Person1: Well, now that you mention it, maybe there was a mix-up.
Person2: Oh, I thought you knew; I never intended to hide anything.
Person1: I must have misunderstood.",0,
"Person1: I don't know... It's very strange not feeling that stupid panic thing inside you all the time. Without that you just start thinking about yourself -- and what does that ever get anybody. Today, on the bus there was this adorable couple and I felt myself giving them a dirty look -- I had no idea everything was...
Person2: Go ahead.
Person1: ... moving in the wrong direction... Away from when I even remembered what it was like to have a man to... anything... hold hands with, for Christ's sake. I was feeling like really bad that Dr. Bettes is married.  Which is probably why I make poor Spencer hug me more than he wants to... Like the poor kid doesn't have enough problems. He has to make up for his mom not getting any.  Oh, boy. Who needs these thoughts?
Person2: Spencer's doing fine. So what are you saying, that you're frustrated.
Person1: Leave me be! Why are you doing this? Why are you picking at my sores... What is it that you want?... You want what? What's with you? I hope getting me thinking of everything that's wrong when all I want is to not do this has some purpose.  What is it, Mom? No kidding.",0,
"Person1: You always hurt the ones you love.
Person2: You mean the ones you pity.
Person1: Say anything you want... I know you love me and I love you.
Person2: I do love you.  Let's get lost together.",1,accusation
"Person1: I'm sorry... I... couldn't sleep...
Person2: What's wrong?
Person1: I...  It used to be, when I was a kid, what meant most to me about this job was there were no ifs. Life and death, right and wrong. When someone called the fire department, we came... Those guys don't know how much I love them... You don't leave people hanging... cause that's what it's all about. It's loyalty. It's 'till death do us part. Isn't that what you heard?... It's you go, we go... Cause without that, it's the end of families, it's the end of the fire department... and when the fire department stops coming... that's the end of the world...  I'm sorry I came, Helen, it's just... it's just there's nobody I can talk to...  I miss you.",0,
"Person1: Wanna go?
Person2: Thanks, but you have a good time.
Person1: Sure I can't twist your arm?
Person2: Thank you for saying that, but no. My business.
Person1: I thought you were tired of your business?
Person2: I'm just tired in general.
Person1: Are you scared of me?",0,
"Person1: We're making too much of this.
Person2: No, we're not.
Person1: I'm not a lonely spooky writer like you. Nursing a hundred grudges. I'm a man who loves life.
Person2: We're talking about something deeper than grudges. How do we respond to personal attack?",0,
"Person1: Good morning.
Person2: Good morning.
Person1: Did you see what the First Bank stock opened at ? Very impressive.
Person2: Actually it's down .2 from the last quarters highest, but I think it will pick up.
Person1: I am equally impressed with your knowledge of the market. How long have you been with the company now ?
Person2: Four years. I came over from the Capitol merger in Chicago six months ago.
Person1: Were you involved in the incident where that guy killed himself in his office ?  I am sorry. Perhaps we should have dinner tonight to.... discuss your future.",0,
"Person1: C'mon, I need to talk to you. Just the two of us.
Person2: Okay then, you're crazy.",1,accusation
"Person1: Ray, where do you keep the glasses?
Person2: Oh, is Shari here? Why didn't you just say so? Why are you giving me a song-and-dance about being tired?
Person2: Hi, Shari.
Person1: Who's Shari?
Person2: Who's --",1,
"Person1: Was it my fault? Did I know that coal mine was going to have another cave-in? I meant to be with you on our honeymoon, Hildy -- honest I did.
Person2: All I know is that instead of two weeks in Atlantic City with my bridegroom, I spent two weeks in a coal mine with John Kruptzky -- age sixty-three -- getting food and air out of a tube! You don't deny that. Do you?
Person1: Deny it! I'm proud of it! We beat the whole country on that story.
Person2: Well, suppose we did? That isn't what I got married for. What's the good of -- Look, Walter, I came up here to tell you that you'll have to stop phoning me a dozen times a day -- sending twenty telegrams -- all the rest of it, because I'm --
Person1: Let's not fight, Hildy. Tell you what. You come back to work on the paper and if we find we can't get along in a friendly way, we'll get married again.
Person2: What?!!
Person1: I haven't any hard feelings.
Person2: Walter, you're wonderful in a loathesome sort of way. Now, would you mind keeping quiet long enough for me to tell you what I came up here for?
Person1: Sure, come on. We'll have some lunch and you can tell me everything.
Person2: I have a lunch date. I just want --
Person1: You can break it, can't you?
Person2: No, I can't.
Person1: Sure you can. Come on.
Person2: Don't tell me what to do! We're divorced -- I'm a free woman. You're not my husband and you're not my boss! And what's more, you're not going to be my boss.
Person1: What do you mean by that?
Person2: Just what I said. That's what I --
Person1: You mean you're not coming back to work here?
Person2: That's the first time you've been right today. That's what I --
Person1: You've had a better offer, eh?
Person2: You bet I've got a better offer.
Person1: Well, go on and take it. Work for somebody else! That's the gratitude I get for --
Person2: I know, Walter, but I --
Person1: What were you when you came here five years ago? A little college girl from a School of Journalism! I took a little doll-faced mugg --
Person2: You wouldn't have taken me if I hadn't been doll-faced!
Person1: Why should I? I thought it would be a novelty to have a face around here a man could look at without shuddering.
Person2: Listen, Walter --
Person1: I made a great reporter out of you, Hildy, but you won't be half as good on any other paper, and you know it. You need me and I need you -- and the paper needs both of us.
Person2: Well, the paper'll have to learn to do without me. And so will you. It just didn't work out, Walter.
Person1: It would have worked if you'd been satisfied with just being editor and reporter. But no! You had to marry me and spoil everything.
Person2: I wasn't satisfied! I suppose I proposed to you!
Person1: Well, you practically did! Making goo-goo eyes at me for two years till I broke down. And I still claim I was tight the night I proposed. If you'd been a gentleman you'd have forgotten all about it. But not you!
Person2: You -- you --",1,"shaming or belittlement,accusation"
"Person1: So, how did you learn that the Gestapo was out to get you?
Person2: During an enforced hour-long interval because of a power failure at a concert here in Berlin, Albert Speer, the Minister of Armaments, said to me, 'You look very tired Dr. Furtwngler, you should go abroad for a while.' I knew exactly what he meant.
Person1: You sure knew a lot of people in high places.
Person2: It would be truer to say, I think, that a lot of people in high places knew me.
Person1: You were real close to all of them, to Adolf, to Hermann, to Joseph, to Baldur, and now Albert,  So, let's hear the truth, let's come clean. What was your Party number?
Person2: If you are going to bully me like this, Major, you had better do your homework. You obviously have no idea how impertinent and stupid your questions are.",1,"shaming or belittlement,accusation"
"Person1: Swear to God, on the Bible, you won't try to escape and you'll get us across the border.
Person2: I swear to God I won't try to escape and I'll do my best to get you into Mexico.
Person1: You best better get it done, Pops.",1,"intimidation,persuasion or seduction"
"Person1: You're crazy.
Person2: But only on purpose, Tommy.
Person1: This is nice. I mean it.",0,
"Person1: I didn't mean for you to pay me for that.
Person2: I know you didn't but you have been so thoughtful.
Person1: But when your sunflowers come up, I'll pay you for them.
Person2: I planted a row just for you and you don't owe me anything.",0,
"Person1: Please!  I'll never let you down again, Mother.  Never.  I promise.
Person2: Then this shall be our little secret.  Remember that I see into thy soul as God sees.  Thou may fool the world. Even thy father.  But not me, Richard. Never me.
Person1: Mother, think of me always as your faithful dog ...",1,playing servant role
"Person1: Forget him. It's not important. I was trying to make a point.
Person2: This whole thing was a shakedown.",0,
"Person1: Not with your own cloth. Besides, your pockets will be stitched.
Person2: What happens if I want to sneeze?
Person1: You won't. Not without permission.",1,intimidation
"Person1: Why didn't you come to me with your concerns? I heard you were talking to others about it.
Person2: I just needed some perspective, that's all.
Person1: I always put you first, unlike others. I thought we had a stronger bond.
Person2: We do, but sometimes it's hard to approach someone directly.
Person1: Just remember who's always been there for you when things get tough. Communication is key.",1,accusation
"Person1: And... he told you all of this?
Person2: Pretty much. All except the latent homosexuality part-that's just my theory.
Person1: I... I don't know what to say.
Person2: Don't hold it against him. He just never got Caitlin out of his system. It's not your fault. It's Dante.  I don't know thing one about chicks. Do you want to cry or something? I can leave.
Person1: I'm not sad.
Person2: You're not?
Person1: No, I'm more furious. I'm pissed off. I feel like he's been killing time while he tries to grow the balls to tell me how he really feels, and then he can't even do it!  He has his friend do it for him!
Person2: He didn't ask me to...
Person1: After all that I've done for that jerk! And he wants to be with that woman? Fine! He can have his woman!
Person2: Um, do you think you can give me a lift home tonight?
Person1: I'm going to have a word with that jerk.",0,
"Person1: You're wrong.
Person2: Am I...?  Would you be willing to plant corroborative evidence on a suspect you knew was guilty in order to ensure an indictment?
Person1: Dudley, we've been over this.
Person2: Answer yes or no.
Person1: I... No.
Person2: Would you be willing to rig crime scene evidence to support a prosecuting attorney's working hypothesis...?  Yes or no, Edmund.
Person1: No.
Person2: Would you be willing to beat confessions out of suspects you knew to be guilty?
Person1: No.
Person2: Would you be willing to shoot hardened criminals in the back to offset the chance --
Person1: No.
Person2: Then for God's sake, don't be a detective.  Stick to assignments where you won't have to make those choices.  Patrol, Internal Affairs, but not the Bureau.
Person1: I know you mean well, Dudley, but I don't need to do it the way you did.  Or my father.
Person2: At least get rid of the glasses. I can't think of one Bureau man who wears them.",1,shaming or belittlement
"Person1: But
Person2: After that, I swore I'd never do anything just because ""everyone else"" was doing it.  And I haven't since. Except for Bogey's party, and my stunning gastro-intestinal display --
Person1: Why didn't you tell me?
Person2: I wanted to let you make up your own mind about him.
Person1: No. you didn't!  If you really thought I could make my own decisions, you would've let me go out with him instead of helping Daddy hold me hostage.",1,"feigning innocence,rationalization"
"Person1: Excuse me. Excuse me!
Person2: You talking to me?
Person1: Look, I know this is your house and all, but do you think you couid keep it down? I'm trying to read.
Person2: What'cha reading?
Person1: The Fountainhead.
Person2: Great book.
Person1: You've read The Fountainhead?
Person2: Several times. I'm not as dumb as I act, you know. When Howard Roark makes love to Dominique Francon... most romantic scene in all of literature.
Person1: Romantic? He rapes her.
Person2: That's a matter of opinion.
Person1: You need help.
Person2: Why don't you come join me for a swim and we'll discuss it.
Person1: At this hour? I don't think so.
Person2: Oh come on. Quit acting like a geriatric and get in the pool.
Person1: Gee, with an invitation like that how could a girl refuse.
Person2: Please.
Person1: Give me a minute. I'll be right down.
Person2: Thank you.",0,
"Person1: I sort of already have.
Person2: Well, of course. Your old D-A-D! You know I'll always be there to love and support you, no matter what kind of pickle you're in.",1,
"Person1: I'm curious about Bourne. Your interpretation of his condition. You have specific training in the identification and diagnosis of psychological conditions?
Person2: Am I a doctor, no, but...
Person1: Are you an expert in amnesia?
Person2: Look, what do you want me to say? I was there. I believed him.
Person1: Believed what?
Person2: I believed Jason Bourne had suffered a severe traumatic breakdown.
Person1: So he fooled you.
Person2: If you say so.
Person1: Not good enough. You're the person who floated this amnesia story.  Ever feel sorry for him? For what he'd been through?
Person2: You're making it out like we're friends here or something. I met him alone twice.
Person1: You felt nothing? No spark? Two young people in Paris? Dangerous missions? Life and death?
Person2: You mean, did I want a date?
Person1: Did you?
Person2: These were killers. Conklin had them all jacked up. They were Dobermans.
Person1: Some women like Dobermans --
Person2: What do you want from me? I was reassigned. I'm out.
Person1: See, that's a problem for me, Nicky. Whatever he's doing, we need to end it. This isn't the kind of mess you walk away from.",1,accusation
"Person1: How was it?
Person2: Why didn't you tell me about this staff meeting?
Person1: Nobody told me anything.
Person2: What good are you if you don't tell me stuff like this?
Person1: It wasn't my fault.  If I would have known, I would have known.",1,"shaming or belittlement,brandishing anger"
"Person1: Good to meet you, Mr. Fairlane. Your mouth makes quite a reflection.  I'm Julian Grendel.
Person2: Boing.  You're one hell of a lip reader.
Person1: Why thank you.  It's a Christmas present.  That was my sense of humor, everyone.  I wish you would fake a laugh.  It's easy with a deaf person.",0,
"Person1: ...wouldn't let you settle it, huh?
Person2: Hell, you know how Skinny is. Says he's gonna shoot 'em... an I says, ""Skinny, you can't do that,"" an' he says, ""Well, then get Little Bill down here an' let's settle this"" an' I says, ""Bill's sleepin', Skinny,"" an'...",0,
"Person1: Who do you think you are? Where do you think you are? Why do you think I shouldn't just put you in a dumpster?
Person2: I have money --
Person1: I got money.
Person2: I'll pay you a thousand dollars.  I have it in my wallet.
Person1: I want your money, I'll take your money.
Person2: Just tell me where she is.",1,"accusation,intimidation"
"Person1: Nothing. Still nothing.
Person2: It's been months. It's not like him.
Person1: Something's wrong. I know it.  I've heard rumors of cholera spreading south from Hamburg.
Person2: So have I
Person1: I should go. I should leave today.
Person2: Elizabeth. If it's true, travel into Germany would be banned. You'd never get near Ingolstadt.  Besides, they're only rumors.
Person1: And not a word of them to Father. He's agitated enough not hearing from Victor.
Person2: Read him one of the old letters and rephrase it. We'll say it came today. It'll set his mind at ease.",0,
"Person1: Every time I bring up moving to a different city for my job, you change the subject.
Person2: It's a big decision, Lena. There's a lot to consider.
Person1: It feels like you're pushing me away. Like you’re abandoning me.
Person2: That's not it at all. I'm just worried about what such a big move might do to our relationship.
Person1: We can work through it together, but I need you to be on board with me.",1,"rationalization,accusation"
"Person1: Apparently, Denver wanted to deal with him instead of you.
Person2: Said who?  Sugar?
Person1: Hey, I'm learning as I go.
Person2: So you empowered Bob Sugar to deal with Denver behind my back?
Person1: I'm sorry, I --
Person2: I brought Denver to twenty million. Denver deals with me all the time. You listened to Sugar? You let that snake in the door.",1,
"Person1: What are you doing?! Get on with your misery!
Person2: Mph rmph rm rmph rm?
Person1: Him? I don't know... He can be nice... sometimes.
Person2: Mph rmph rm rmph rm.
Person1: What do you mean?! I could leave him if I wanted to!
Person2: Mph rm. Rmph rm rmph rm.",0,
